date,value
1990-12-08T02:00:00Z,17878.2
1990-12-09T02:00:00Z,17878.2
1990-12-10T02:00:00Z,17949.5
1990-12-11T02:00:00Z,18092.5
1990-12-12T02:00:00Z,18236.2
1990-12-13T02:00:00Z,18344.4
1990-12-14T02:00:00Z,18416.8
1990-12-15T02:00:00Z,18128.4
1990-12-16T02:00:00Z,18056.7
1990-12-17T02:00:00Z,17949.5
1990-12-18T02:00:00Z,18236.2
1990-12-19T02:00:00Z,18453.0
1990-12-20T02:00:00Z,19334.6
1990-12-21T02:00:00Z,19409.1
1990-12-22T02:00:00Z,19521.1
1990-12-23T02:00:00Z,19334.6
1990-12-24T02:00:00Z,19112.0
1990-12-25T02:00:00Z,18817.5
1990-12-26T02:00:00Z,18308.3
1990-12-27T02:00:00Z,18092.5
1990-12-28T02:00:00Z,17594.6
1990-12-29T02:00:00Z,17383.6
1990-12-30T02:00:00Z,17243.7
1990-12-31T02:00:00Z,16862.4
1991-01-01T02:00:00Z,15946.7
1991-01-02T02:00:00Z,15483.2
1991-01-03T02:00:00Z,15417.6
1991-01-04T02:00:00Z,15319.5
1991-01-05T02:00:00Z,14674.7
1991-01-06T02:00:00Z,14358.1
1991-01-07T02:00:00Z,14201.3
1991-01-08T02:00:00Z,14014.4
1991-01-09T02:00:00Z,13767.4
1991-01-10T02:00:00Z,13706.0
1991-01-11T02:00:00Z,13614.2
1991-01-12T02:00:00Z,13553.2
1991-01-13T02:00:00Z,13522.8
1991-01-14T02:00:00Z,13522.8
1991-01-15T02:00:00Z,13583.7
1991-01-16T02:00:00Z,13859.7
1991-01-17T02:00:00Z,14076.5
1991-01-18T02:00:00Z,14611.1
1991-01-19T02:00:00Z,14898.6
1991-01-20T02:00:00Z,15027.4
1991-01-21T02:00:00Z,14995.2
1991-01-22T02:00:00Z,14930.7
1991-01-23T02:00:00Z,14738.5
1991-01-24T02:00:00Z,14802.4
1991-01-25T02:00:00Z,15221.8
1991-01-26T02:00:00Z,15450.4
1991-01-27T02:00:00Z,15156.9
1991-01-28T02:00:00Z,14834.4
1991-01-29T02:00:00Z,14706.6
1991-01-30T02:00:00Z,14834.4
1991-01-31T02:00:00Z,15124.4
1991-02-01T02:00:00Z,15714.0
1991-02-02T02:00:00Z,16350.1
1991-02-03T02:00:00Z,16690.6
1991-02-04T02:00:00Z,16827.9
1991-02-05T02:00:00Z,17594.6
1991-02-06T02:00:00Z,18236.2
1991-02-07T02:00:00Z,19038.1
1991-02-08T02:00:00Z,19371.8
1991-02-09T02:00:00Z,19521.1
1991-02-10T02:00:00Z,19409.1
1991-02-11T02:00:00Z,19297.4
1991-02-12T02:00:00Z,19186.0
1991-02-13T02:00:00Z,19859.5
1991-02-14T02:00:00Z,20469.3
1991-02-15T02:00:00Z,20972.3
1991-02-16T02:00:00Z,21364.0
1991-02-17T02:00:00Z,21640.6
1991-02-18T02:00:00Z,21959.2
1991-02-19T02:00:00Z,22199.9
1991-02-20T02:00:00Z,22280.4
1991-02-21T02:00:00Z,22523.1
1991-02-22T02:00:00Z,22685.7
1991-02-23T02:00:00Z,23259.9
1991-02-24T02:00:00Z,23425.5
1991-02-25T02:00:00Z,23259.9
1991-02-26T02:00:00Z,23177.4
1991-02-27T02:00:00Z,23012.8
1991-02-28T02:00:00Z,23095.0
1991-03-01T02:00:00Z,22767.2
1991-03-02T02:00:00Z,22240.1
1991-03-03T03:00:00Z,21324.7
1991-03-04T03:00:00Z,20661.9
1991-03-05T03:00:00Z,19596.1
1991-03-06T03:00:00Z,18453.0
1991-03-07T03:00:00Z,17453.8
1991-03-08T03:00:00Z,16759.2
1991-03-09T03:00:00Z,16316.3
1991-03-10T03:00:00Z,15680.9
1991-03-11T03:00:00Z,15450.4
1991-03-12T03:00:00Z,15417.6
1991-03-13T03:00:00Z,15352.2
1991-03-14T03:00:00Z,15548.9
1991-03-15T03:00:00Z,15813.5
1991-03-16T03:00:00Z,15946.7
1991-03-17T03:00:00Z,16080.5
1991-03-18T03:00:00Z,16553.9
1991-03-19T03:00:00Z,16656.4
1991-03-20T03:00:00Z,16793.6
1991-03-21T03:00:00Z,16965.9
1991-03-22T03:00:00Z,17736.1
1991-03-23T03:00:00Z,17842.6
1991-03-24T03:00:00Z,17842.6
1991-03-25T03:00:00Z,17985.2
1991-03-26T03:00:00Z,18020.9
1991-03-27T03:00:00Z,17878.2
1991-03-28T03:00:00Z,17771.5
1991-03-29T03:00:00Z,17665.3
1991-03-30T03:00:00Z,17594.6
1991-03-31T03:00:00Z,17453.8
1991-04-01T03:00:00Z,17453.8
1991-04-02T03:00:00Z,17524.1
1991-04-03T03:00:00Z,18817.5
1991-04-04T03:00:00Z,19186.0
1991-04-05T03:00:00Z,19708.7
1991-04-06T03:00:00Z,19897.3
1991-04-07T03:00:00Z,20972.3
1991-04-08T03:00:00Z,21601.0
1991-04-09T03:00:00Z,22079.4
1991-04-10T03:00:00Z,22442.0
1991-04-11T03:00:00Z,23259.9
1991-04-12T03:00:00Z,23675.1
1991-04-13T03:00:00Z,24221.0
1991-04-14T03:00:00Z,24603.0
1991-04-15T03:00:00Z,24859.6
1991-04-16T03:00:00Z,25160.8
1991-04-17T03:00:00Z,25551.1
1991-04-18T03:00:00Z,25813.2
1991-04-19T03:00:00Z,26253.4
1991-04-20T03:00:00Z,26519.6
1991-04-21T03:00:00Z,26653.2
1991-04-22T03:00:00Z,26742.5
1991-04-23T03:00:00Z,26608.6
1991-04-24T03:00:00Z,26564.1
1991-04-25T03:00:00Z,26386.3
1991-04-26T03:00:00Z,26120.9
1991-04-27T03:00:00Z,25638.3
1991-04-28T03:00:00Z,25377.2
1991-04-29T03:00:00Z,24859.6
1991-04-30T03:00:00Z,24517.8
1991-05-01T03:00:00Z,24263.2
1991-05-02T03:00:00Z,24094.4
1991-05-03T03:00:00Z,23842.3
1991-05-04T03:00:00Z,23758.6
1991-05-05T03:00:00Z,23884.2
1991-05-06T03:00:00Z,23968.1
1991-05-07T03:00:00Z,23884.2
1991-05-08T03:00:00Z,23591.7
1991-05-09T03:00:00Z,23425.5
1991-05-10T03:00:00Z,23384.0
1991-05-11T03:00:00Z,23342.6
1991-05-12T03:00:00Z,23177.4
1991-05-13T03:00:00Z,23012.8
1991-05-14T03:00:00Z,22971.8
1991-05-15T03:00:00Z,22767.2
1991-05-16T03:00:00Z,22361.1
1991-05-17T03:00:00Z,21959.2
1991-05-18T03:00:00Z,21167.7
1991-05-19T03:00:00Z,20277.6
1991-05-20T03:00:00Z,19633.6
1991-05-21T03:00:00Z,19260.2
1991-05-22T03:00:00Z,19334.6
1991-05-23T03:00:00Z,19521.1
1991-05-24T03:00:00Z,19897.3
1991-05-25T03:00:00Z,19558.6
1991-05-26T03:00:00Z,19409.1
1991-05-27T03:00:00Z,19038.1
1991-05-28T03:00:00Z,18598.3
1991-05-29T03:00:00Z,18489.3
1991-05-30T03:00:00Z,18236.2
1991-05-31T03:00:00Z,18200.2
1991-06-01T03:00:00Z,17878.2
1991-06-02T03:00:00Z,18092.5
1991-06-03T03:00:00Z,18020.9
1991-06-04T03:00:00Z,17807.0
1991-06-05T03:00:00Z,17665.3
1991-06-06T03:00:00Z,17878.2
1991-06-07T03:00:00Z,18092.5
1991-06-08T03:00:00Z,18092.5
1991-06-09T03:00:00Z,17913.8
1991-06-10T03:00:00Z,17949.5
1991-06-11T03:00:00Z,17949.5
1991-06-12T03:00:00Z,18308.3
1991-06-13T03:00:00Z,18964.4
1991-06-14T03:00:00Z,19260.2
1991-06-15T03:00:00Z,19149.0
1991-06-16T03:00:00Z,18416.8
1991-06-17T03:00:00Z,17524.1
1991-06-18T03:00:00Z,17174.0
1991-06-19T03:00:00Z,16759.2
1991-06-20T03:00:00Z,16724.9
1991-06-21T03:00:00Z,16827.9
1991-06-22T03:00:00Z,16896.8
1991-06-23T03:00:00Z,17000.5
1991-06-24T03:00:00Z,17348.6
1991-06-25T03:00:00Z,17949.5
1991-06-26T03:00:00Z,18561.9
1991-06-27T03:00:00Z,19409.1
1991-06-28T03:00:00Z,20507.7
1991-06-29T03:00:00Z,21640.6
1991-06-30T03:00:00Z,22039.3
1991-07-01T03:00:00Z,22361.1
1991-07-02T03:00:00Z,22563.6
1991-07-03T03:00:00Z,22401.6
1991-07-04T03:00:00Z,22199.9
1991-07-05T03:00:00Z,21999.2
1991-07-06T03:00:00Z,21246.1
1991-07-07T03:00:00Z,20855.6
1991-07-08T03:00:00Z,20469.3
1991-07-09T03:00:00Z,20011.0
1991-07-10T03:00:00Z,19746.4
1991-07-11T03:00:00Z,19671.1
1991-07-12T03:00:00Z,19409.1
1991-07-13T03:00:00Z,19112.0
1991-07-14T03:00:00Z,18854.2
1991-07-15T03:00:00Z,18453.0
1991-07-16T03:00:00Z,18092.5
1991-07-17T03:00:00Z,17878.2
1991-07-18T03:00:00Z,17736.1
1991-07-19T03:00:00Z,17736.1
1991-07-20T03:00:00Z,17665.3
1991-07-21T03:00:00Z,17771.5
1991-07-22T03:00:00Z,17878.2
1991-07-23T03:00:00Z,18092.5
1991-07-24T03:00:00Z,18092.5
1991-07-25T03:00:00Z,17807.0
1991-07-26T03:00:00Z,17524.1
1991-07-27T03:00:00Z,17348.6
1991-07-28T03:00:00Z,17174.0
1991-07-29T03:00:00Z,16931.4
1991-07-30T03:00:00Z,16553.9
1991-07-31T03:00:00Z,16316.3
1991-08-01T03:00:00Z,16013.5
1991-08-02T03:00:00Z,15846.7
1991-08-03T03:00:00Z,15780.3
1991-08-04T03:00:00Z,15880.0
1991-08-05T03:00:00Z,16114.1
1991-08-06T03:00:00Z,16215.0
1991-08-07T03:00:00Z,16215.0
1991-08-08T03:00:00Z,16417.9
1991-08-09T03:00:00Z,16147.7
1991-08-10T03:00:00Z,15946.7
1991-08-11T03:00:00Z,15813.5
1991-08-12T03:00:00Z,15813.5
1991-08-13T03:00:00Z,15647.8
1991-08-14T03:00:00Z,15614.8
1991-08-15T03:00:00Z,15483.2
1991-08-16T03:00:00Z,15483.2
1991-08-17T03:00:00Z,15156.9
1991-08-18T03:00:00Z,15027.4
1991-08-19T03:00:00Z,15156.9
1991-08-20T03:00:00Z,15417.6
1991-08-21T03:00:00Z,15548.9
1991-08-22T03:00:00Z,15647.8
1991-08-23T03:00:00Z,15647.8
1991-08-24T03:00:00Z,15417.6
1991-08-25T03:00:00Z,15286.9
1991-08-26T03:00:00Z,15124.4
1991-08-27T03:00:00Z,15124.4
1991-08-28T03:00:00Z,15221.8
1991-08-29T03:00:00Z,15156.9
1991-08-30T03:00:00Z,15059.7
1991-08-31T03:00:00Z,14962.9
1991-09-01T03:00:00Z,14995.2
1991-09-02T03:00:00Z,14930.7
1991-09-03T03:00:00Z,14802.4
1991-09-04T03:00:00Z,14579.3
1991-09-05T03:00:00Z,14263.9
1991-09-06T03:00:00Z,14076.5
1991-09-07T03:00:00Z,14014.4
1991-09-08T03:00:00Z,14201.3
1991-09-09T03:00:00Z,14579.3
1991-09-10T03:00:00Z,14770.4
1991-09-11T03:00:00Z,14802.4
1991-09-12T03:00:00Z,14579.3
1991-09-13T03:00:00Z,14263.9
1991-09-14T03:00:00Z,13952.4
1991-09-15T03:00:00Z,13890.6
1991-09-16T03:00:00Z,13798.1
1991-09-17T03:00:00Z,13798.1
1991-09-18T03:00:00Z,14014.4
1991-09-19T03:00:00Z,14076.5
1991-09-20T03:00:00Z,13921.5
1991-09-21T03:00:00Z,13921.5
1991-09-22T03:00:00Z,13890.6
1991-09-23T03:00:00Z,13890.6
1991-09-24T03:00:00Z,13983.4
1991-09-25T03:00:00Z,13890.6
1991-09-26T03:00:00Z,13767.4
1991-09-27T03:00:00Z,13583.7
1991-09-28T03:00:00Z,13492.4
1991-09-29T03:00:00Z,13767.4
1991-09-30T03:00:00Z,13952.4
1991-10-01T03:00:00Z,14076.5
1991-10-02T03:00:00Z,14263.9
1991-10-03T03:00:00Z,14706.6
1991-10-04T03:00:00Z,15092.1
1991-10-05T03:00:00Z,15548.9
1991-10-06T03:00:00Z,15813.5
1991-10-07T03:00:00Z,15846.7
1991-10-08T03:00:00Z,15813.5
1991-10-09T03:00:00Z,15880.0
1991-10-10T03:00:00Z,16350.1
1991-10-11T03:00:00Z,17069.8
1991-10-12T03:00:00Z,17524.1
1991-10-13T03:00:00Z,18128.4
1991-10-14T03:00:00Z,18598.3
1991-10-15T03:00:00Z,19112.0
1991-10-16T03:00:00Z,19149.0
1991-10-17T03:00:00Z,19223.1
1991-10-18T03:00:00Z,18927.6
1991-10-19T03:00:00Z,18561.9
1991-10-20T03:00:00Z,18236.2
1991-10-21T02:00:00Z,17524.1
1991-10-22T02:00:00Z,16931.4
1991-10-23T02:00:00Z,16485.8
1991-10-24T02:00:00Z,16147.7
1991-10-25T02:00:00Z,16147.7
1991-10-26T02:00:00Z,16147.7
1991-10-27T02:00:00Z,16147.7
1991-10-28T02:00:00Z,16147.7
1991-10-29T02:00:00Z,16417.9
1991-10-30T02:00:00Z,16519.9
1991-10-31T02:00:00Z,16588.0
1991-11-01T02:00:00Z,16588.0
1991-11-02T02:00:00Z,16282.5
1991-11-03T02:00:00Z,16485.8
1991-11-04T02:00:00Z,16827.9
1991-11-05T02:00:00Z,17243.7
1991-11-06T02:00:00Z,17524.1
1991-11-07T02:00:00Z,17665.3
1991-11-08T02:00:00Z,17000.5
1991-11-09T02:00:00Z,16485.8
1991-11-10T02:00:00Z,15980.1
1991-11-11T02:00:00Z,15450.4
1991-11-12T02:00:00Z,15286.9
1991-11-13T02:00:00Z,15221.8
1991-11-14T02:00:00Z,15614.8
1991-11-15T02:00:00Z,15980.1
1991-11-16T02:00:00Z,15880.0
1991-11-17T02:00:00Z,15747.1
1991-11-18T02:00:00Z,14866.5
1991-11-19T02:00:00Z,14295.3
1991-11-20T02:00:00Z,13767.4
1991-11-21T02:00:00Z,13280.7
1991-11-22T02:00:00Z,12863.0
1991-11-23T02:00:00Z,12745.0
1991-11-24T02:00:00Z,12686.3
1991-11-25T02:00:00Z,12745.0
1991-11-26T02:00:00Z,13522.8
1991-11-27T02:00:00Z,13644.8
1991-11-28T02:00:00Z,13767.4
1991-11-29T02:00:00Z,13583.7
1991-11-30T02:00:00Z,13644.8
